book_id,authors,original_publication_year,original_title,language_code
8719,Jessica Sorensen,2011.0,The Underworld,eng
8720,David McCullough,1977.0,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",eng
8721,Louise Erdrich,2016.0,LaRose,eng
8722,Lucie Whitehouse,2014.0,Before we met,eng
8723,"The Waiter, Steve Dublanica",2008.0,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,eng
8724,Kevin Hearne,2012.0,Two Ravens and One Crow,eng
8725,Robert Louis Stevenson,1888.0,The Black Arrow: A Tale of the Two Roses,eng
8726,"Tom Clancy, Grant Blackwood",2010.0,Dead or Alive,eng
8727,V.C. Andrews,1984.0,"Fallen Hearts (Casteel, #3)",eng
8728,Melanie Rawn,1985.0,Dragon Prince,eng
8729,Jeffery Deaver,2010.0,The Burning Wire,en-US
8730,Breena Clarke,1999.0,"River, Cross My Heart",eng
8731,"Nancy Leigh DeMoss, Elisabeth Elliot",2000.0,Lies Women Believe: And the Truth that Sets Them Free,eng
8732,Jack London,1903.0,To Build a Fire,eng
8733,Lisi Harrison,2005.0,Invasion of the Boy Snatchers,
8734,John Irving,1974.0,The 158-Pound Marriage,en-US
8735,Chris Anderson,2009.0,Free: The Future of a Radical Price,en-US
8736,"Joe Sacco, Edward Said",1996.0,Palestine,eng
8737,"Vincent van Gogh, Irving Stone, Jean   Stone",1937.0,Dear Theo: The Letters of Vincent Van Gogh,en-US
8738,Cecelia Ahern,2012.0,One Hundred Names,eng
8739,Louisa May Alcott,1868.0,Good Wives,
8740,Yangsze Choo,2013.0,The Ghost Bride,eng
8741,"Terry Brooks, George Lucas",1999.0,The Phantom Menace,eng
8742,"Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko",2012.0,,eng
8743,Karina Halle,2014.0,,eng
8744,Jacqueline Wilson,1997.0,Girls in Love,eng
8745,"Else Holmelund Minarik, Maurice Sendak",1960.0,Little Bear's Friend,
8746,Twyla Tharp,2003.0,The Creative Habit: Learn It and Use It for Life,eng
8747,"Mourid Barghouti, مريد البرغوثي",1997.0, رأيت رام الله,ara
8748,Jocelyn Davies,2011.0,A Beautiful Dark ,en-US
8749,"Marion Zimmer Bradley, Diana L. Paxson",1996.0,Lady of Avalon,eng
8750,"Tom Clancy, Mark Greaney",2012.0,Threat Vector,en-US
8751,"Miles Davis, Quincy Troupe",1989.0,Miles: The Autobiography,en-US
8752,Elizabeth Winthrop,1985.0,"The Castle In The Attic (The Castle In The Attic, #1)",eng
8753,Steven Tyler,2011.0,Does the Noise in My Head Bother You?,en-US
8754,George R.R. Martin,2003.0,The Sworn Sword,eng
8755,Jeffery Deaver,2008.0,The Broken Window,eng
8756,H.P. Lovecraft,1978.0,,eng
8757,Christina Lauren,2015.0,Beautiful Secret,eng
8758,Patricia Cornwell,2013.0,Dust,eng
8759,Anton Chekhov,1900.0,Три сестры,eng
8760,Anthony Horowitz,2006.0,Evil Star,
8761,Abbi Glines,2014.0,,eng
8762,"Janet Evanovich, Charlotte Hughes",2002.0,Full Tilt,en-US
8763,Josh Bazell,2008.0,Beat the Reaper,en-US
8764,Elin Hilderbrand,2002.0,Nantucket Nights,
8765,"Brian Herbert, Kevin J. Anderson",2002.0,Dune: The Machine Crusade ,eng
8766,Piers Anthony,1982.0,"Ogre, Ogre (Xanth, #5)",
8767,"Arthur Conan Doyle, William S. Baring-Gould",1967.0,The Annotated Sherlock Holmes,
8768,Joanna Wylde,2014.0,Devil's Game,eng
8769,Nicky Charles,2010.0,The Keeping,eng
8770,Mercer Mayer,1968.0,There's a Nightmare in My Closet (Pied Piper Book),
8771,Patricia Cornwell,2014.0,Flesh and Blood,eng
8772,Beth Moore,1999.0,Breaking Free,
8773,Eric Hill,1980.0,Where's Spot? ,eng
8774,"Penelope Ward, Vi Keeland",2015.0,Cocky Bastard,eng
8775,Jan Karon,1997.0,Out to Canaan (Mitford),eng
8776,"James Patterson, Michael Ledwidge",2007.0,The Dangerous Days of Daniel X,en-US
8777,"Camilla Läckberg, Tiina Nunnally",2007.0,Tyskungen,
8778,Terry McMillan,1992.0,Waiting to Exhale,
8779,Elizabeth Eulberg,2011.0,Prom and Prejudice,eng
8780,Carl Hiaasen,1993.0,Strip Tease,en-US
8781,Gabriel García Márquez,1992.0,Doce cuentos peregrinos,
8782,Kevin J. Anderson,1994.0,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",eng
8783,Ted Dekker,2005.0,Showdown by Ted Dekker Signature Edition,eng
8784,J.D. Robb,2013.0,Thankless in Death ,eng
8785,John le Carré,1961.0,Call for the Dead,
8786,Brian Jacques,1998.0,Marlfox,
8787,"Yasunari Kawabata, Edward G. Seidensticker",1937.0,雪国 ,eng
8788,J. Maarten Troost,2006.0,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,
8789,Robin Cook,1997.0,Chromosome 6,en-US
8790,Dave Barry,1999.0,Big Trouble,eng
8791,"Fyodor Dostoyevsky, Ergin Altay",1861.0,Записки из Мёртвого дома,eng
8792,Kim Gruenenfelder,2005.0,"A Total Waste of Makeup (Charlize Edwards, #1)",
8793,Morris Gleitzman,2005.0,Once,
8794,Cecily von Ziegesar,2003.0,Because I'm Worth It,
8795,John Sandford,2014.0,,
8796,Sara Shepard,2012.0,"Stunning (Pretty Little Liars, #11)",en-US
8797,Gary Brandner,1977.0,The Howling,eng
8798,Roger Zelazny,1975.0,Sign of the Unicorn,en-US
8799,Carl Hiaasen,2009.0,Scat,en-US
8800,Douglas Coupland,1994.0,Life after God,eng
8801,John Berendt,2005.0,The City of Falling Angels,eng
8802,Rosamund Lupton,2011.0,Afterwards,
8803,Ilana Tan,2007.0,Autumn in Paris,ind
8804,Charles Bukowski,1983.0,Hot Water Music,en-US
8805,Wilbur Smith,1995.0,Warlock: A Novel of Ancient Egypt,eng
8806,Oprah Winfrey,2014.0,,eng
8807,Amanda Hocking,2010.0,Wisdom,eng
8808,Colm Tóibín,2012.0,The Testament of Mary,
8809,Sara B. Larson,2014.0,Defy,eng
8810,Fannie Flagg,1998.0,,eng
8811,Mircea Eliade,1933.0,Maitreyi,rum
8812,Christina McKenna,2008.0,The Misremembered Man,eng
8813,Glen David Gold,2001.0, Carter Beats the Devil,eng
8814,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",1928.0,Histoire de l'oeil,eng
8815,Kate Jacobs,2007.0,Knit Two,en-US
8816,Maurice Sendak,1970.0,In the Night Kitchen,eng
8817,Raymond Carver,1976.0,"Will You Please Be Quiet, Please?",eng
8818,"Rainer Maria Rilke, Stephen Mitchell, Robert Hass",1976.0,,mul
8819,Larissa Ione,2011.0,Eternal Rider,eng
8820,"Gabriel García Márquez, Randolph Hogan",1970.0,Relato de un náufrago,eng
8821,J.D. Robb,2014.0,Concealed in Death,eng
8822,Christiane Northrup,1994.0,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",
8823,John Sandford,1995.0,Mind Prey,en-US
8824,Lindsay Ashford,2015.0,,
8825,"Warren Ellis, John Cassaday",2000.0,"Planetary, Volume 1: All Over the World and Other Stories",eng
8826,Danielle L. Jensen,2014.0,Stolen Songbird,eng
8827,Andy Cohen,2012.0,,
8828,Stephen King,1996.0,"The Green Mile, Part 2: The Mouse on the Mile",eng
8829,Mary Higgins Clark,1982.0,A Cry in the Night,eng
8830,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",1987.0,Assata: An Autobiography,eng
8831,Clive Barker,2004.0,"Days of Magic, Nights of War",en-US
8832,"Paul Galdone, Peter Christen Asbjørnsen",1841.0,The Three Billy Goats Gruff,eng
8833,Willow Aster,2013.0,True Love Story,eng
8834,"Corina Bomann, Alison Layland",2013.0,Der Mondscheingarten,eng
8835,Edward M. Kennedy,2009.0,True Compass: A Memoir,en-US
8836,Ian Fleming,1956.0,Diamonds are Forever,eng
8837,James Hilton,1933.0,Lost Horizon,
8838,Caroline Kepnes,2016.0,Hidden Bodies,eng
8839,"Nella Larsen, Ntozake Shange, Thadious M. Davis",1929.0,Passing,eng
8840,"Neil Gaiman, Michael Reaves",2007.0,InterWorld,en-US
8841,David Levithan,2004.0,The Realm of Possibility,en-US
8842,Harry Bernstein,2006.0,The Invisible Wall: A Love Story That Broke Barriers,en-US
8843,Brenna Yovanoff,2010.0,The Replacement,en-US
8844,"George Carlin, Tony Hendra",2009.0,,en-US
8845,James Gleick,2011.0,"The Information: A History, a Theory, a Flood",eng
8846,Homer Hickam,1998.0,Rocket Boys,
8847,Danielle Steel,1987.0,,fre
8848,John le Carré,1986.0,A Perfect Spy,
8849,Raymond Chandler,1942.0,The High Window,eng
8850,Laurell K. Hamilton,2013.0,Affliction,en-US
8851,Kristen Ashley,2011.0,Wildest Dreams,eng
8852,John Sandford,1996.0,Sudden Prey,eng
8853,Francine Rivers,1993.0,Mark of the Lion Trilogy,en-US
8854,Richard Branson,2006.0,"Screw It, Let's Do It",
8855,"Betty MacDonald, Alexandra Boiger",1949.0,Mrs. Piggle-Wiggle's Magic,eng
8856,"Roald Dahl, Quentin Blake",1982.0,Revolting Rhymes,
8857,Val McDermid,1995.0,The Mermaids Singing ,eng
8858,C.S. Lewis,1949.0,The Weight of Glory,eng
8859,Nora Roberts,1997.0,Sanctuary,eng
8860,Robert Crais,1996.0,Sunset Express,eng
8861,J.R. Ward,2015.0,The Bourbon Kings,eng
8862,Alistair MacLean,1957.0,The Guns of Navarone,
8863,Ian Fleming,1963.0,On Her Majesty's Secret Service,eng
8864,Robin Norwood,1985.0,Women Who Love Too Much,en-US
8865,Perry Moore,2007.0,Hero,eng
8866,Alex Kotlowitz,1991.0,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,eng
8867,Agatha Christie,1965.0,At Bertram's Hotel,eng
8868,Kiera Cass,2015.0,Happily Ever After,eng
8869,"John D. Fitzgerald, Mercer Mayer",1967.0,The Great Brain,eng
8870,Chris d'Lacey,2007.0,The Fire Eternal,en-GB
8871,Julie Garwood,2001.0,Mercy,eng
8872,Roddy Doyle,1987.0,The Commitments,eng
8873,Chuck Palahniuk,2010.0,Tell-All,
8874,Sonya Sones,2001.0,What My Mother Doesn't Know,eng
8875,Danielle Trussoni,2010.0,Angelology,eng
8876,"Paula H. Deen, John Berendt",1998.0,The Lady & Sons Savannah Country Cookbook,
8877,"Gabriel García Márquez, J.S. Bernstein",1961.0,El coronel no tiene quién le escriba,
8878,Nicholas Pileggi,1985.0,Wiseguy: Life in a Mafia Family,en-US
8879,"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",2001.0,"Transmetropolitan, Vol. 5: Lonely City",eng
8880,Kent Haruf,2013.0,Benediction,eng
8881,عباس معروفی,1989.0, سمفونی مردگان,per
8882,Linda Howard,1995.0,After the Night,en-GB
8883,Chelsea Cain,2009.0, Evil at Heart,eng
8884,Cynthia Swanson,2015.0,The Bookseller,eng
8885,"Anatoli Boukreev, G. Weston DeWalt",1997.0,The Climb: Tragic Ambitions on Everest,
8886,Django Wexler,2013.0,The Thousand Names,en-CA
8887,Louisa May Alcott,1869.0,An Old-Fashioned Girl,
8888,Jamie McGuire,2016.0,Beautiful Burn,eng
8889,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,フルーツバスケット 2,en-US
8890,Bart D. Ehrman,2005.0,Misquoting Jesus: The Story Behind Who Changed the Bible and Why,en-US
8891,Mariana Zapata,2016.0,Wait for It,eng
8892,Ursula K. Le Guin,2001.0,The Other Wind,en-GB
8893,"Steve Berry, Scott Brick",2009.0,The Paris Vendetta,en-US
8894,Anthony Horowitz,2014.0,Moriarty,eng
8895,"William Shakespeare, Roma Gill, Robert          Jackson",1595.0,The tragedie of King Richard the second,
8896,Johanna Lindsey,1991.0,Prisoner of my desire ,
8897,Greg Iles,2005.0,Blood Memory,eng
8898,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",1848.0,Selected Poems,eng
8899,Laura Lippman,2014.0,After I'm Gone,eng
8900,Jennifer Worth,2005.0,Shadows of the Workhouse: The Drama of Life in Postwar London,eng
8901,"Anna Gavalda, Alison Anderson",2004.0,"Ensemble, c'est tout",en-US
8902,"Peter Lynch, John Rothchild",1988.0,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,en-US
8903,Iain M. Banks,1993.0,Against a Dark Background,en-GB
8904,Fannie Flagg,2010.0,I Still Dream About You,en-US
8905,Jonathan Swift,1729.0,A Modest Proposal and Other Satirical Works,eng
8906,Alan W. Watts,1966.0,The Book on the Taboo Against Knowing Who You Are,
8907,"Bertolt Brecht, David Hare",1941.0,Mutter Courage und ihre Kinder,eng
8908,Jeaniene Frost,2014.0,Up From the Grave ,eng
8909,Jessica Day George,2008.0,"Sun and Moon, Ice and Snow",en-US
8910,Brent Weeks,2016.0,The Blood Mirror,eng
8911,Nic Pizzolatto,2004.0,Galveston,eng
8912,"Mac Barnett, Jon Klassen",2012.0,,eng
8913,Justin Torres,2011.0,We the Animals,eng
8914,Daniel C. Dennett,2006.0,Breaking the Spell: Religion as a Natural Phenomenon,en-US
8915,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",1590.0,The Faerie Queene,eng
8916,Francine Rivers,2010.0,Her Daughter's Dream,en-US
8917,Kristen Ashley,2013.0,,eng
8918,Alissa Nutting,2013.0,Tampa,
8919,Arthur Nersesian,1997.0,The Fuck-Up,en-US
8920,Steve Alten,1997.0,MEG: A Novel of Deep Terror,eng
8921,Frank Beddor,2007.0,Seeing Redd,en-US
8922,John O'Hara,1933.0,Appointment in Samarra,eng
8923,"Janet Ahlberg, Allan Ahlberg",1978.0,Each Peach Pear Plum,eng
8924,"Gene Kim, Kevin Behr, George Spafford",2013.0,,en-GB
8925,Brandon Stanton,2013.0,,eng
8926,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",2011.0,,en-US
8927,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999.0,The Freedom Writers Diary: How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,eng
8928,Fareed Zakaria,2008.0,The Post-American World 2.0,eng
8929,Jon Ronson,2001.0,Them: Adventures with Extremists,en-US
8930,"Susanna Clarke, Charles Vess",2006.0,The Ladies of Grace Adieu and Other Stories,en-US
8931,Dinah Bucholz,2010.0,,
8932,Bill Browder,2014.0,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",en-GB
8933,David Bach,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,
8934,Cat Patrick,2011.0,Forgotten,eng
8935,Jill Leovy,2015.0,Ghettoside: A True Story of Murder in America,
8936,"Terry Jones, Brian Froud",1994.0,Lady Cottington's Pressed Fairy Book,eng
8937,Chevy Stevens,2014.0,That Night,eng
8938,Paul Torday,2006.0,Salmon Fishing in the Yemen,eng
8939,Alex  Ross,2007.0,The Rest Is Noise: Listening to the Twentieth Century,eng
8940,Katie Klein,2011.0,Cross My Heart,eng
8941,Trish Doller,2012.0,Something Like Normal,eng
8942,Glenn Greenwald,2014.0,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",eng
8943,Orson Scott Card,1996.0,Pastwatch: The Redemption of Christopher Columbus,en-US
8944,Lisa Gardner,2001.0,The Next Accident,en-US
8945,Hafez,1380.0,دیوان‎‎ [Dīvān],eng
8946,John L. Parker Jr.,1978.0,Once a Runner,
8947,Ben Hatke,2011.0,Zita the Spacegirl,eng
8948,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",1320.0,Paradiso,eng
8949,William  Boyd,2006.0,Restless,eng
8950,Nancy Farmer,1994.0,"The Ear, the Eye, and the Arm",
8951,"Amy Lichtenhan, A.L. Jackson",2011.0,Pulled,eng
8952,R.L. Stine,1992.0,Stay Out of the Basement,
8953,Kathryn Croft,2016.0,,eng
8954,Belle Aurora,2013.0,Willing Captive,eng
8955,R.L. Stine,1994.0,One Day at Horrorland,
8956,David Lebovitz,2009.0,The Sweet Life in Paris: A Recipe for Living in the World's Most Delicious City,eng
8957,Julie Kagawa,2014.0,Talon,eng
8958,Grace Draven,2014.0,Radiance,eng
8959,Mark Haddon,2012.0,The Red House,eng
8960,"Larry Niven, Jerry Pournelle",1985.0,Footfall,
8961,Heather Brewer,2010.0,Twelfth Grade Kills,eng
8962,Alistair MacLean,1963.0,Ice Station Zebra,eng
8963,Ronald C. White Jr.,2009.0,A. Lincoln: A Biography,en-US
8964,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",1982.0,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)",en-US
8965,Susan Elizabeth Phillips,2004.0,Ain't She Sweet?,en-GB
8966,Jodi Ellen Malpas,2014.0,,eng
8967,Neal Shusterman,2010.0,Bruiser,en-US
8968,Jon J. Muth,2003.0,Stone Soup,
8969,Lois McMaster Bujold,1987.0,Falling Free,eng
8970,Gayle Forman,2014.0,,eng
8971,Jeffery Deaver,2006.0,The Cold Moon,en-US
8972,Salman Rushdie,1995.0,The Moor's Last Sigh,eng
8973,Gayle Tzemach Lemmon,2011.0,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",eng
8974,David Foster Wallace,1988.0,Girl with Curious Hair,
8975,Stephen King,1982.0,The Shawshank Redemption,eng
8976,A.J. Jacobs,2012.0,,eng
8977,Bill Watterson,1991.0,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,
8978,Arthur Conan Doyle,1927.0,The Case-Book of Sherlock Holmes,eng
8979,Tonya Hurley,2008.0,Ghostgirl,eng
8980,"Mary Higgins Clark, Alafair Burke",2014.0,I've Got You Under My Skin,eng
8981,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008.0,"Fables, Volume 10: The Good Prince",eng
8982,Barbara Delinsky,2008.0,The Secret Between Us,
8983,"Larry Bond, Patrick Larkin",1989.0,Red Phoenix,eng
8984,Linwood Barclay,2010.0,Never Look Away,eng
8985,Dean Koontz,2008.0,Your Heart Belongs to Me,eng
8986,"Leigh Nichols, Dean Koontz",1987.0,Shadow Fires,eng
8987,Naomi Novik,2008.0,"Victory of Eagles (Temeraire, #5)",en-GB
8988,Malorie Blackman,2003.0,"Knife Edge (Noughts and Crosses, #2)",
8989,"James Rollins, Rebecca Cantrell",2013.0,The Blood Gospel: The Order of the Sanguines Series,en-CA
8990,Tijan,2013.0,,eng
8991,Josh Kilmer-Purcell,2006.0,I Am Not Myself These Days,eng
8992,Lauren Barnholdt,2011.0,,en-US
8993,Kathy Reichs,2012.0,Bones Are Forever,eng
8994,Robin McKinley,1993.0,Deerskin,en-US
8995,Michael Herr,1977.0,Dispatches,en-GB
8996,"Henning Mankell, Laurie Thompson",2009.0,Handen,eng
8997,Lorenzo Carcaterra,1995.0,Sleepers,eng
8998,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",1936.0,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,eng
8999,Mary Higgins Clark,1997.0,Pretend You Don't See Her,eng
9000,"Sarah Palin, Lynn Vincent, Dewey Whetsell",2009.0,Going Rogue: An American Life,eng
9001,"Anne Byrn, Anthony Loew",1999.0,The Cake Mix Doctor,
9002,Rick Yancey,2009.0,The Monstrumologist,eng
9003,Robert A. Caro,1982.0,The Path to Power,eng
9004,Patricia Cornwell,2015.0,Depraved Heart,
9005,Forrest Carter,1976.0,The Education of Little Tree,
9006,Gena Showalter,2009.0,Intertwined,eng
9007,Richard Brautigan,1968.0,In Watermelon Sugar,eng
9008,"Ali Novak, Fallzswimmer",2012.0,My Life with the Walter Boys,eng
9009,John Marsden,1997.0,Burning For Revenge,eng
9010,Crissy Calhoun,2010.0,Love You to Death: The Unofficial Companion to The Vampire Diaries,en-US
9011,Liane Moriarty,2013.0,,eng
9012,Myra McEntire,2011.0,Hourglass,eng
9013,"Al Ries, Jack Trout",1980.0,Positioning: The Battle for Your Mind,
9014,Nalini Singh,2010.0,,eng
9015,Laurann Dohner,2011.0,,eng
9016,David B.,2002.0,,eng
9017,Tracy Letts,2008.0,August: Osage County,eng
9018,Tad Williams,1999.0,Mountain of Black Glass,en-US
9019,Susan Elia MacNeal,2012.0,,eng
9020,"Gregory Maguire, Douglas Smith",2001.0,Lost,eng
9021,Christopher Priest,1995.0,The Prestige,eng
9022,Donald McCaig,2007.0,Rhett Butler's People,
9023,Tony Kushner,1993.0,Angels in America:  A Gay Fantasia on National Themes,eng
9024,Michael Ondaatje,2000.0,Anil's Ghost,eng
9025,Dean Koontz,1993.0,Winter Moon,eng
9026,Kristen Ashley,2014.0,The Will,eng
9027,"Chris Colfer, Brandon Dorman",2014.0,A Grimm Warning,eng
9028,Scott  Meyer,2014.0,,eng
9029,Melody Anne,2011.0,The Billionaire Wins the Game,eng
9030,Maya Banks,2011.0,Never Love a Highlander,eng
9031,"Andrew Hunt, Dave Thomas",1999.0,The Pragmatic Programmer: From Journeyman to Master,en-US
9032,Dee Lestari,2004.0,Supernova: Petir,ind
9033,James S.A. Corey,2016.0,Babylon's Ashes,eng
9034,Katee Robert,2012.0,"Wrong Bed, Right Guy",eng
9035,"T.C. Boyle, Richard Poe",2003.0,Drop City,eng
9036,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008.0,Y: The Last Man - The Deluxe Edition Book One,eng
9037,Diablo Cody,2005.0,Candy Girl,en-US
9038,أنيس منصور,1963.0,حول العالم في 200 يوم,ara
9039,"James Patterson, Michael Ledwidge",2015.0,Alert,eng
9040,Madeline Sheehan,2013.0,,eng
9041,Peter Heller,2014.0,The Painter,eng
9042,Steven Spielberg,1977.0,Close Encounters of the Third Kind,eng
9043,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",1989.0,The Vampire Chronicles,eng
9044,"Stan Berenstain, Jan Berenstain",1985.0,,en-US
9045,Olivia Cunning,2013.0,Hot Ticket,eng
9046,Iris Johansen,2000.0,The Search,en-US
9047,J.K. Rowling,2001.0,,eng
9048,Audre Lorde,1982.0,Zami: A New Spelling of My Name,eng
9049,"Cassandra Clare, Hye-Kyung Baek",2012.0,,eng
9050,Tere Liye,2005.0,Hafalan Shalat Delisa,ind
9051,Darynda Jones,2014.0,Sixth Grave on the Edge,en-US
9052,John Flanagan,2013.0,"The Royal Ranger (Ranger's Apprentice, #12)",
9053,Amy Waldman,2011.0,The Submission,eng
9054,"Alan Lee, Ian McKellen",2005.0,The Lord of the Rings Sketchbook,eng
9055,Jenna Black,2010.0,Glimmerglass,en-US
9056,"James Patterson, Howard Roughan",2010.0,Don't Blink,eng
9057,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",1994.0,The Shadows Over Innsmouth,eng
9058,James Lee Burke,2007.0,The Tin Roof Blowdown,eng
9059,Nick Cave,2009.0,The Death of Bunny Munro,eng
9060,"Jeff Brown, Scott Nash, Macky Pamintuan",1964.0,Flat Stanley,eng
9061,Julie Kagawa,2010.0,"Winter's Passage (Iron Fey, #1.5)",eng
9062,Donald Crews,1978.0,Freight Train (Caldecott Collection),
9063,Kate Clifford Larson,2015.0,Rosemary: The Hidden Kennedy Daughter,en-CA
9064,Jennifer Haigh,2011.0,Faith,en-US
9065,Lynsay Sands,2007.0,Bite Me If You Can,en-US
9066,Kristen Ashley,2011.0,,eng
9067,Mary Higgins Clark,1996.0,Moonlight Becomes You,eng
9068,Ann M. Martin,2002.0,A Corner of the Universe,eng
9069,Alice Hoffman,2005.0,The Ice Queen,en-US
9070,Enid Blyton,1946.0,The Folk of Faraway Tree,eng
9071,Garth Risk Hallberg,2015.0,City on Fire,eng
9072,Kathleen E. Woodiwiss,1972.0,The Flame and the Flower,
9073,Raymond E. Feist,2004.0,Exile's Return,
9074,Jessica Day George,2010.0,Princess of Glass,eng
9075,The Church of Jesus Christ of Latter-day Saints,2004.0,Preach My Gospel (A Guide to Missionary Service),
9076,Jasper Fforde,2010.0,The Last Dragonslayer,eng
9077,Edward Said,1978.0,Orientalism,eng
9078,Gerald N. Lund,1991.0,"The Work and the Glory, Vol. 2: Like a Fire Burning",
9079,Eric Jerome Dickey,1997.0,Friends and Lovers,eng
9080,Georgia Byng,2002.0,Molly Moon's Incredible Book of Hypnotism,eng
9081,Matthew Reilly,1996.0,Contest,
9082,Nick Hornby,2003.0,31 Songs,en-US
9083,Tom Brokaw,1998.0,The Greatest Generation,
9084,Philip K. Dick,1956.0,The Minority Report,
9085,Lynn Flewelling,1996.0,Luck in the Shadows,eng
9086,Jacqueline Davies,2007.0,The Lemonade War,en-US
9087,"Mary Pope Osborne, Salvatore Murdocca",1993.0,"The Knight at Dawn (Magic Tree House, #2)",eng
9088,H.M. Ward,2013.0,,eng
9089,Ilana Tan,2008.0,Winter in Tokyo,ind
9090,John Searles,2013.0,,eng
9091,"Tsugumi Ohba, Takeshi Obata",2005.0,デスノート #6 (Desu Nōto) Kōkan (交換),eng
9092,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",2010.0,The Lightning Thief: The Graphic Novel,eng
9093,"Clint Hill, Lisa McCubbin",2012.0,,eng
9094,W.P. Kinsella,1982.0,Shoeless Joe,eng
9095,Charles Martin,2006.0,When Crickets Cry,en-US
9096,Naomi Klein,2014.0,This Changes Everything: Capitalism vs. The Climate,eng
9097,Richard Kadrey,2011.0,Aloha from Hell,en-US
9098,Aurora Rose Reynolds,2014.0,,eng
9099,Peter Jenkins,1979.0,A Walk Across America,en-US
9100,Olivia Cunning,2012.0,Try Me,eng
9101,Michael Patrick MacDonald,1999.0,All Souls: A Family Story from Southie,eng
9102,Terry Brooks,1987.0,Wizard at Large ,
9103,"William March, Elaine Showalter",1954.0,The Bad Seed ,eng
9104,Kim Karr,2013.0,Connected,eng
9105,L.A. Weatherly,2011.0,Angel Fire,eng
9106,Ira Wagler,2011.0,Growing up Amish,eng
9107,Toni Aleo,2011.0,,eng
9108,J.  Daniels,2014.0,Sweet Addiction,eng
9109,Steve Sheinkin,2012.0,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,eng
9110,Suketu Mehta,2004.0,Maximum City: Bombay Lost and Found,eng
9111,Bob Grant,1941.0,,eng
9112,Carolly Erickson,1980.0,The Last Wife of Henry VIII,en-US
9113,Edgar Allan Poe,1849.0,The Complete Tales and Poems of Edgar Allan Poe,eng
9114,"Douglas Preston, Lincoln Child",2011.0,Gideon's Sword,en-US
9115,Agatha Christie,1964.0,A Caribbean Mystery,eng
9116,Danielle Steel,1994.0,,
9117,"Brian Kilmeade, Don Yaeger",2013.0,,eng
9118,Sharon Kay Penman,1994.0,When Christ and His Saints Slept,eng
9119,"Eugene Bradley Coco, Ron Dias",1992.0,Pinocchio (A Little Golden Book),
9120,Peter F. Hamilton,2012.0,Great North Road,eng
9121,Christine Zolendz,2012.0,,en-GB
9122,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896.0,,eng
9123,"Stan Berenstain, Jan Berenstain",1978.0,,en-US
9124,H.A. Rey,1947.0,Curious George Takes a Job,
9125,"Jeph Loeb, Tim Sale, Bjarne Hansen",2001.0,Superman for All Seasons,en-US
9126,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",1945.0,La casa de Bernarda Alba,
